File Name;Is_Background;Std Value
small_cubes_dataset\cube81_coords_0_600_900.tif;False;1.122.758.076.653.580
small_cubes_dataset\cube82_coords_0_600_1000.tif;False;8.655.396.913.178.980
small_cubes_dataset\cube83_coords_0_600_1100.tif;True;6.923.297.780.507.210
small_cubes_dataset\cube84_coords_0_700_0.tif;False;13.206.541.699.316.900
small_cubes_dataset\cube85_coords_0_700_100.tif;False;12.619.369.517.984.700
small_cubes_dataset\cube86_coords_0_700_200.tif;False;10.838.729.988.595.200
small_cubes_dataset\cube87_coords_0_700_300.tif;False;97.880.299.221.896
small_cubes_dataset\cube88_coords_0_700_400.tif;False;9.532.315.361.325.250
small_cubes_dataset\cube89_coords_0_700_500.tif;False;9.142.979.570.436.510
small_cubes_dataset\cube90_coords_0_700_600.tif;False;948.428.887.646.416
small_cubes_dataset\cube91_coords_0_700_700.tif;False;980.925.751.356.139
small_cubes_dataset\cube92_coords_0_700_800.tif;False;981.678.754.369.848
small_cubes_dataset\cube93_coords_0_700_900.tif;False;10.276.906.957.719.700
small_cubes_dataset\cube94_coords_0_700_1000.tif;False;11.352.189.996.380.600
small_cubes_dataset\cube95_coords_0_700_1100.tif;True;8.437.189.632.032.200
small_cubes_dataset\cube96_coords_0_800_0.tif;False;12.644.439.544.771.400
small_cubes_dataset\cube97_coords_0_800_100.tif;False;11.821.084.643.116.600
small_cubes_dataset\cube98_coords_0_800_200.tif;False;10.824.091.826.716.900
small_cubes_dataset\cube99_coords_0_800_300.tif;False;11.231.282.600.188.500
small_cubes_dataset\cube100_coords_0_800_400.tif;False;9.692.095.476.955.170
small_cubes_dataset\cube101_coords_0_800_500.tif;False;10.425.499.156.332.100
small_cubes_dataset\cube102_coords_0_800_600.tif;False;11.993.287.545.304.500
small_cubes_dataset\cube103_coords_0_800_700.tif;False;1.001.478.474.456.280
small_cubes_dataset\cube104_coords_0_800_800.tif;False;1.025.194.706.718.050
small_cubes_dataset\cube105_coords_0_800_900.tif;False;10.186.921.526.900.800
small_cubes_dataset\cube106_coords_0_800_1000.tif;False;9.949.607.496.997.190
small_cubes_dataset\cube107_coords_0_800_1100.tif;False;8.084.588.401.172.600
small_cubes_dataset\cube108_coords_0_900_0.tif;False;11.693.947.006.167.300
small_cubes_dataset\cube109_coords_0_900_100.tif;False;10.918.203.307.025.500
small_cubes_dataset\cube110_coords_0_900_200.tif;False;1.175.321.675.115.740
small_cubes_dataset\cube111_coords_0_900_300.tif;False;7.098.433.947.999.790
small_cubes_dataset\cube112_coords_0_900_400.tif;False;5.920.689.484.189.500
small_cubes_dataset\cube113_coords_0_900_500.tif;False;6.807.637.082.752.610
small_cubes_dataset\cube114_coords_0_900_600.tif;False;772.504.812.336.941
small_cubes_dataset\cube115_coords_0_900_700.tif;False;11.218.758.988.855.200
small_cubes_dataset\cube116_coords_0_900_800.tif;False;10.336.771.543.261.700
small_cubes_dataset\cube117_coords_0_900_900.tif;False;9.861.252.315.384.800
small_cubes_dataset\cube118_coords_0_900_1000.tif;False;9.865.460.407.986.910
small_cubes_dataset\cube119_coords_0_900_1100.tif;False;981.090.562.678.534
small_cubes_dataset\cube120_coords_0_1000_0.tif;False;10.253.193.619.278.600
small_cubes_dataset\cube121_coords_0_1000_100.tif;False;1.131.784.167.083.990
small_cubes_dataset\cube122_coords_0_1000_200.tif;False;8.809.390.195.480.820
small_cubes_dataset\cube123_coords_0_1000_300.tif;False;6.898.879.373.783.810
small_cubes_dataset\cube124_coords_0_1000_400.tif;False;6.593.988.139.414.340
small_cubes_dataset\cube125_coords_0_1000_500.tif;False;7.138.497.781.365.750
small_cubes_dataset\cube126_coords_0_1000_600.tif;False;6.117.877.699.730.510
small_cubes_dataset\cube127_coords_0_1000_700.tif;False;10.295.973.574.114.100
small_cubes_dataset\cube128_coords_0_1000_800.tif;False;9.674.423.721.003.640
small_cubes_dataset\cube129_coords_0_1000_900.tif;False;9.102.044.420.599.150
small_cubes_dataset\cube130_coords_0_1000_1000.tif;False;9.360.170.462.926.580
small_cubes_dataset\cube131_coords_0_1000_1100.tif;False;9.322.022.280.066.610
small_cubes_dataset\cube132_coords_0_1100_0.tif;False;10.043.437.725.001.900
small_cubes_dataset\cube133_coords_0_1100_100.tif;False;11.154.924.366.568.200
small_cubes_dataset\cube134_coords_0_1100_200.tif;False;7.806.348.193.009.370
small_cubes_dataset\cube135_coords_0_1100_300.tif;False;664.559.186.602.504
small_cubes_dataset\cube136_coords_0_1100_400.tif;False;6.807.145.991.127.230
small_cubes_dataset\cube137_coords_0_1100_500.tif;False;6.570.735.828.607.120
small_cubes_dataset\cube138_coords_0_1100_600.tif;False;7.615.695.695.807.890
small_cubes_dataset\cube139_coords_0_1100_700.tif;False;7.944.374.314.546.910
small_cubes_dataset\cube140_coords_0_1100_800.tif;False;10.430.717.074.074.000
small_cubes_dataset\cube141_coords_0_1100_900.tif;False;9.717.951.315.636.490
small_cubes_dataset\cube142_coords_0_1100_1000.tif;False;927.447.457.939.865
small_cubes_dataset\cube143_coords_0_1100_1100.tif;False;9.209.279.796.319.430
small_cubes_dataset\cube144_coords_0_1200_0.tif;False;11.104.993.282.484.700
small_cubes_dataset\cube145_coords_0_1200_100.tif;False;11.103.135.197.736.200
small_cubes_dataset\cube146_coords_0_1200_200.tif;False;7.077.714.203.375.950
small_cubes_dataset\cube147_coords_0_1200_300.tif;False;5.831.010.368.765.930
small_cubes_dataset\cube148_coords_0_1200_400.tif;False;6.155.673.945.711.600
small_cubes_dataset\cube149_coords_0_1200_500.tif;False;6.476.227.203.580.440
small_cubes_dataset\cube150_coords_0_1200_600.tif;False;6.297.072.101.198.320
small_cubes_dataset\cube151_coords_0_1200_700.tif;False;9.446.908.225.218.030
small_cubes_dataset\cube152_coords_0_1200_800.tif;False;10.898.582.472.342.500
small_cubes_dataset\cube153_coords_0_1200_900.tif;False;1.041.409.050.785.350
small_cubes_dataset\cube154_coords_0_1200_1000.tif;False;10.141.059.703.334.700
small_cubes_dataset\cube155_coords_0_1200_1100.tif;False;10.349.439.598.034.800
small_cubes_dataset\cube156_coords_0_1300_0.tif;False;11.742.025.382.126.100
small_cubes_dataset\cube157_coords_0_1300_100.tif;False;11.766.600.609.361.100
small_cubes_dataset\cube158_coords_0_1300_200.tif;False;10.459.211.939.308.200
small_cubes_dataset\cube159_coords_0_1300_300.tif;False;6.702.525.034.170.020
small_cubes_dataset\cube160_coords_0_1300_400.tif;False;6.346.266.750.400.000
small_cubes_dataset\cube161_coords_0_1300_500.tif;False;6.853.843.760.573.340
small_cubes_dataset\cube162_coords_0_1300_600.tif;False;9.116.902.611.792.590
small_cubes_dataset\cube163_coords_0_1300_700.tif;False;1.093.621.056.537.410
small_cubes_dataset\cube164_coords_0_1300_800.tif;False;10.181.022.576.953.300
small_cubes_dataset\cube165_coords_0_1300_900.tif;False;10.120.407.024.495.600
small_cubes_dataset\cube166_coords_0_1300_1000.tif;False;10.446.194.792.579.800
small_cubes_dataset\cube167_coords_0_1300_1100.tif;False;11.633.888.882.479.400
small_cubes_dataset\cube168_coords_0_1400_0.tif;False;9.040.798.147.586.260
small_cubes_dataset\cube169_coords_0_1400_100.tif;False;7.425.058.399.519.550
small_cubes_dataset\cube170_coords_0_1400_200.tif;False;11.383.777.433.021.900
small_cubes_dataset\cube171_coords_0_1400_300.tif;False;11.472.714.668.697.200
small_cubes_dataset\cube172_coords_0_1400_400.tif;False;8.786.211.326.364.300
small_cubes_dataset\cube173_coords_0_1400_500.tif;False;9.122.104.164.134.090
small_cubes_dataset\cube174_coords_0_1400_600.tif;False;11.066.554.006.267.000
small_cubes_dataset\cube175_coords_0_1400_700.tif;False;10.134.956.735.597.000
small_cubes_dataset\cube176_coords_0_1400_800.tif;False;9.802.467.029.874.590
small_cubes_dataset\cube177_coords_0_1400_900.tif;False;9.705.388.259.376.840
small_cubes_dataset\cube178_coords_0_1400_1000.tif;False;1.087.639.370.375.940
small_cubes_dataset\cube179_coords_0_1400_1100.tif;False;11.361.321.339.045.100
small_cubes_dataset\cube180_coords_0_1500_0.tif;False;910.819.738.955.214
small_cubes_dataset\cube181_coords_0_1500_100.tif;False;8.445.614.443.927.610
small_cubes_dataset\cube182_coords_0_1500_200.tif;False;7.441.033.390.904.910
small_cubes_dataset\cube183_coords_0_1500_300.tif;False;10.759.773.815.742.500
small_cubes_dataset\cube184_coords_0_1500_400.tif;False;11.226.192.756.217.000
small_cubes_dataset\cube185_coords_0_1500_500.tif;False;10.432.114.614.076.600
small_cubes_dataset\cube186_coords_0_1500_600.tif;False;9.289.629.295.942.170
small_cubes_dataset\cube187_coords_0_1500_700.tif;False;8.500.206.592.609.030
small_cubes_dataset\cube188_coords_0_1500_800.tif;False;8.777.171.110.638.320
small_cubes_dataset\cube189_coords_0_1500_900.tif;False;9.251.698.146.517.100
small_cubes_dataset\cube190_coords_0_1500_1000.tif;False;10.306.899.721.349.100
small_cubes_dataset\cube191_coords_0_1500_1100.tif;False;8.849.542.534.045.250
small_cubes_dataset\cube192_coords_0_1600_0.tif;False;7.327.535.684.647.360
small_cubes_dataset\cube193_coords_0_1600_100.tif;False;844.586.785.254.589
small_cubes_dataset\cube194_coords_0_1600_200.tif;False;80.782.339.846.347.900
small_cubes_dataset\cube195_coords_0_1600_300.tif;False;6.977.624.712.683.620
small_cubes_dataset\cube196_coords_0_1600_400.tif;False;9.321.939.703.637.340
small_cubes_dataset\cube197_coords_0_1600_500.tif;False;9.387.325.078.860.230
small_cubes_dataset\cube198_coords_0_1600_600.tif;False;8.303.886.653.797.100
small_cubes_dataset\cube199_coords_0_1600_700.tif;False;80.404.412.281.851.000
small_cubes_dataset\cube200_coords_0_1600_800.tif;False;846.508.753.271.237
small_cubes_dataset\cube201_coords_0_1600_900.tif;False;9.172.903.787.995.300
small_cubes_dataset\cube202_coords_0_1600_1000.tif;False;8.855.634.451.081.500
small_cubes_dataset\cube203_coords_0_1600_1100.tif;True;5.232.481.941.898.370
small_cubes_dataset\cube204_coords_0_1700_0.tif;True;5.893.869.025.942.690
small_cubes_dataset\cube205_coords_0_1700_100.tif;False;6.247.889.393.028.000
small_cubes_dataset\cube206_coords_0_1700_200.tif;False;6.044.222.367.538.700
small_cubes_dataset\cube207_coords_0_1700_300.tif;False;6.428.786.714.165.710
small_cubes_dataset\cube208_coords_0_1700_400.tif;False;6.933.282.546.460.090
small_cubes_dataset\cube209_coords_0_1700_500.tif;False;82.421.851.000.109
small_cubes_dataset\cube210_coords_0_1700_600.tif;False;7.314.215.897.882.240
small_cubes_dataset\cube211_coords_0_1700_700.tif;False;7.411.991.025.339.150
small_cubes_dataset\cube212_coords_0_1700_800.tif;False;7.860.383.333.544.830
small_cubes_dataset\cube213_coords_0_1700_900.tif;False;7.743.526.988.891.070
small_cubes_dataset\cube214_coords_0_1700_1000.tif;False;7.264.705.441.434.740
small_cubes_dataset\cube215_coords_0_1700_1100.tif;True;4.521.457.919.278.600
small_cubes_dataset\cube216_coords_0_1800_0.tif;True;5.055.317.929.135.360
small_cubes_dataset\cube217_coords_0_1800_100.tif;True;4.796.808.318.698.750
small_cubes_dataset\cube218_coords_0_1800_200.tif;False;4.444.368.317.245.770
small_cubes_dataset\cube219_coords_0_1800_300.tif;False;4.806.691.260.528.870
small_cubes_dataset\cube220_coords_0_1800_400.tif;True;3.063.538.174.682.890
small_cubes_dataset\cube221_coords_0_1800_500.tif;False;840.690.333.176.512
small_cubes_dataset\cube222_coords_0_1800_600.tif;False;6.971.611.113.338.900
small_cubes_dataset\cube223_coords_0_1800_700.tif;False;6.517.736.196.907.620
small_cubes_dataset\cube224_coords_0_1800_800.tif;False;6.353.125.065.136.400
small_cubes_dataset\cube225_coords_0_1800_900.tif;False;6.162.955.241.467.400
small_cubes_dataset\cube226_coords_0_1800_1000.tif;True;3.823.028.904.775.040
small_cubes_dataset\cube227_coords_0_1800_1100.tif;True;3.399.413.326.595.200
small_cubes_dataset\cube228_coords_0_1900_0.tif;True;4.932.408.079.680.870
small_cubes_dataset\cube229_coords_0_1900_100.tif;True;36.506.984.779.692.400
small_cubes_dataset\cube230_coords_0_1900_200.tif;True;38.576.802.130.895.900
small_cubes_dataset\cube231_coords_0_1900_300.tif;True;309.323.540.977.481
small_cubes_dataset\cube232_coords_0_1900_400.tif;True;3.044.469.575.957.210
small_cubes_dataset\cube233_coords_0_1900_500.tif;False;7.141.734.872.214.220
small_cubes_dataset\cube234_coords_0_1900_600.tif;False;9.511.397.353.489.710
small_cubes_dataset\cube235_coords_0_1900_700.tif;False;48.183.878.162.866.500
small_cubes_dataset\cube236_coords_0_1900_800.tif;False;4.090.540.637.304.530
small_cubes_dataset\cube237_coords_0_1900_900.tif;True;2.183.326.214.888.390
small_cubes_dataset\cube238_coords_0_1900_1000.tif;True;20.450.250.636.081.000
small_cubes_dataset\cube239_coords_0_1900_1100.tif;True;20.308.388.363.643.800
small_cubes_dataset\cube240_coords_0_2000_0.tif;True;5.015.091.257.305.920
small_cubes_dataset\cube241_coords_0_2000_100.tif;True;36.969.459.132.556.900
small_cubes_dataset\cube242_coords_0_2000_200.tif;True;28.152.140.840.703.200
small_cubes_dataset\cube243_coords_0_2000_300.tif;True;22.479.926.773.705.800
small_cubes_dataset\cube244_coords_0_2000_400.tif;True;17.381.518.753.861.800
small_cubes_dataset\cube245_coords_0_2000_500.tif;True;2.019.421.460.155.520
small_cubes_dataset\cube246_coords_0_2000_600.tif;False;4.255.224.538.410.660
small_cubes_dataset\cube247_coords_0_2000_700.tif;False;28.459.175.088.968.800
small_cubes_dataset\cube248_coords_0_2000_800.tif;True;11.982.035.334.730.800
small_cubes_dataset\cube249_coords_0_2000_900.tif;True;14.407.124.012.372.300
small_cubes_dataset\cube250_coords_0_2000_1000.tif;True;1.570.558.756.815.600
small_cubes_dataset\cube251_coords_0_2000_1100.tif;True;11.857.785.275.302.100
small_cubes_dataset\cube252_coords_100_0_0.tif;True;2.166.137.553.814.160
small_cubes_dataset\cube253_coords_100_0_100.tif;True;6.225.083.834.944.530
small_cubes_dataset\cube254_coords_100_0_200.tif;True;6.647.813.514.294.930
small_cubes_dataset\cube255_coords_100_0_300.tif;True;7.444.207.524.285.960
small_cubes_dataset\cube256_coords_100_0_400.tif;True;8.052.099.293.715.090
small_cubes_dataset\cube257_coords_100_0_500.tif;True;720.366.573.222.581
small_cubes_dataset\cube258_coords_100_0_600.tif;True;6.673.929.041.450.740
small_cubes_dataset\cube259_coords_100_0_700.tif;True;67.123.094.832.818
small_cubes_dataset\cube260_coords_100_0_800.tif;True;6.799.737.045.041.420
small_cubes_dataset\cube261_coords_100_0_900.tif;True;650.017.258.599.849
small_cubes_dataset\cube262_coords_100_0_1000.tif;True;6.432.202.778.267.220
small_cubes_dataset\cube263_coords_100_0_1100.tif;True;6.732.779.989.412.650
small_cubes_dataset\cube264_coords_100_100_0.tif;True;21.418.149.163.442.900
small_cubes_dataset\cube265_coords_100_100_100.tif;True;6.735.079.598.575.160
small_cubes_dataset\cube266_coords_100_100_200.tif;True;896.795.534.548.983
small_cubes_dataset\cube267_coords_100_100_300.tif;True;8.383.380.202.553.050
small_cubes_dataset\cube268_coords_100_100_400.tif;False;8.569.319.071.700.920
small_cubes_dataset\cube269_coords_100_100_500.tif;False;35.830.914.010.857.400
small_cubes_dataset\cube270_coords_100_100_600.tif;False;1.277.479.395.941.950
small_cubes_dataset\cube271_coords_100_100_700.tif;True;6.847.597.746.938.170
small_cubes_dataset\cube272_coords_100_100_800.tif;True;6.193.021.110.141.610
small_cubes_dataset\cube273_coords_100_100_900.tif;True;6.696.249.762.177.480
small_cubes_dataset\cube274_coords_100_100_1000.tif;True;6.744.541.868.161.180
small_cubes_dataset\cube275_coords_100_100_1100.tif;True;6.295.967.999.184.550
small_cubes_dataset\cube276_coords_100_200_0.tif;True;2.103.509.994.124.700
small_cubes_dataset\cube277_coords_100_200_100.tif;True;9.267.536.812.871.680
small_cubes_dataset\cube278_coords_100_200_200.tif;False;1.826.373.805.046.580
small_cubes_dataset\cube279_coords_100_200_300.tif;False;4.140.988.381.480.220
small_cubes_dataset\cube280_coords_100_200_400.tif;False;4.017.889.000.089.840
small_cubes_dataset\cube281_coords_100_200_500.tif;False;4.461.732.954.096.930
small_cubes_dataset\cube282_coords_100_200_600.tif;False;48.250.825.366.563.700
small_cubes_dataset\cube283_coords_100_200_700.tif;False;3.613.479.346.062.030
small_cubes_dataset\cube284_coords_100_200_800.tif;True;8.562.737.639.127.990
small_cubes_dataset\cube285_coords_100_200_900.tif;True;6.533.758.351.945.380
small_cubes_dataset\cube286_coords_100_200_1000.tif;True;612.982.917.736
small_cubes_dataset\cube287_coords_100_200_1100.tif;True;6.414.548.628.690.490
small_cubes_dataset\cube288_coords_100_300_0.tif;True;2.123.582.630.609.770
small_cubes_dataset\cube289_coords_100_300_100.tif;True;14.144.303.043.317.400
small_cubes_dataset\cube290_coords_100_300_200.tif;False;389.558.056.299.212
small_cubes_dataset\cube291_coords_100_300_300.tif;False;35.040.023.469.243.700
small_cubes_dataset\cube292_coords_100_300_400.tif;False;3.451.320.873.474.530
small_cubes_dataset\cube293_coords_100_300_500.tif;False;33.729.464.662.351.900
small_cubes_dataset\cube294_coords_100_300_600.tif;False;3.129.663.361.230.070
small_cubes_dataset\cube295_coords_100_300_700.tif;False;31.385.054.793.203.900
small_cubes_dataset\cube296_coords_100_300_800.tif;False;4.213.017.769.206.180
small_cubes_dataset\cube297_coords_100_300_900.tif;False;10.005.920.346.008.400
small_cubes_dataset\cube298_coords_100_300_1000.tif;True;6.678.122.303.169.770
small_cubes_dataset\cube299_coords_100_300_1100.tif;True;598.395.908.666.286
small_cubes_dataset\cube300_coords_100_400_0.tif;True;2.242.673.824.892.830
small_cubes_dataset\cube301_coords_100_400_100.tif;False;4.996.796.446.485.120
small_cubes_dataset\cube302_coords_100_400_200.tif;False;5.161.266.064.330.060
small_cubes_dataset\cube303_coords_100_400_300.tif;False;37.201.214.579.264.900
small_cubes_dataset\cube304_coords_100_400_400.tif;False;3.234.371.112.264.220
small_cubes_dataset\cube305_coords_100_400_500.tif;False;35.874.405.402.589.700
small_cubes_dataset\cube306_coords_100_400_600.tif;False;3.621.666.713.962.440
small_cubes_dataset\cube307_coords_100_400_700.tif;False;34.897.267.026.166.600
small_cubes_dataset\cube308_coords_100_400_800.tif;False;3.389.643.413.223.410
small_cubes_dataset\cube309_coords_100_400_900.tif;False;34.680.809.876.921.100
small_cubes_dataset\cube310_coords_100_400_1000.tif;True;7.982.880.827.734.690
small_cubes_dataset\cube311_coords_100_400_1100.tif;True;6.020.227.381.862.320
small_cubes_dataset\cube312_coords_100_500_0.tif;True;22.730.140.416.870.400
small_cubes_dataset\cube313_coords_100_500_100.tif;False;4.460.440.817.056.880
small_cubes_dataset\cube314_coords_100_500_200.tif;False;40.099.120.366.450.400
small_cubes_dataset\cube315_coords_100_500_300.tif;False;382.641.451.662.897
small_cubes_dataset\cube316_coords_100_500_400.tif;False;4.110.220.178.608.810
small_cubes_dataset\cube317_coords_100_500_500.tif;False;3.512.194.882.364.970
small_cubes_dataset\cube318_coords_100_500_600.tif;False;38.801.968.754.545.200
small_cubes_dataset\cube319_coords_100_500_700.tif;False;38.511.762.694.133.500
small_cubes_dataset\cube320_coords_100_500_800.tif;False;35.915.809.634.547.000
small_cubes_dataset\cube321_coords_100_500_900.tif;False;4.428.766.232.770.470
small_cubes_dataset\cube322_coords_100_500_1000.tif;False;22.328.144.675.617.800
small_cubes_dataset\cube323_coords_100_500_1100.tif;True;5.840.263.135.917.320
small_cubes_dataset\cube324_coords_100_600_0.tif;False;40.339.206.260.549.900
small_cubes_dataset\cube325_coords_100_600_100.tif;False;447.631.843.757.512
small_cubes_dataset\cube326_coords_100_600_200.tif;False;382.806.783.491.766
small_cubes_dataset\cube327_coords_100_600_300.tif;False;4.255.561.578.539.060
small_cubes_dataset\cube328_coords_100_600_400.tif;False;3.766.931.414.264.900
small_cubes_dataset\cube329_coords_100_600_500.tif;False;37.382.852.399.337.200
small_cubes_dataset\cube330_coords_100_600_600.tif;False;41.050.513.338.663.600
small_cubes_dataset\cube331_coords_100_600_700.tif;False;4.235.323.300.179.610
small_cubes_dataset\cube332_coords_100_600_800.tif;False;36.624.864.326.715.000
small_cubes_dataset\cube333_coords_100_600_900.tif;False;3.504.444.342.779.660
small_cubes_dataset\cube334_coords_100_600_1000.tif;False;4.119.816.253.708.910
small_cubes_dataset\cube335_coords_100_600_1100.tif;True;6.478.767.321.538.880
small_cubes_dataset\cube336_coords_100_700_0.tif;False;5.974.531.492.211.870
small_cubes_dataset\cube337_coords_100_700_100.tif;False;4.098.844.963.015.490
small_cubes_dataset\cube338_coords_100_700_200.tif;False;4.169.157.946.684.350
small_cubes_dataset\cube339_coords_100_700_300.tif;False;3.653.423.523.685.600
small_cubes_dataset\cube340_coords_100_700_400.tif;False;38.264.503.077.104.500
small_cubes_dataset\cube341_coords_100_700_500.tif;False;3.791.277.727.404.940
small_cubes_dataset\cube342_coords_100_700_600.tif;False;4.010.068.020.523.470
small_cubes_dataset\cube343_coords_100_700_700.tif;False;36.899.643.442.373.400
small_cubes_dataset\cube344_coords_100_700_800.tif;False;41.185.735.103.535.500
